data,labeldata
Go to bed_room get toy_penguin throw it into Dustbin please .,Move ( bed_room ) Find ( toy_penguin bed_room ) Grasp ( toy_penguin ) Move ( Dustbin ) Place ( toy_penguin Dustbin )
Go to Living_Sofa take soysauce put it on Dining_Sofa please .,Move ( Living_Sofa ) Find ( soysauce Living_Sofa ) Grasp ( soysauce ) Plcae ( soysauce Dining_Sofa )
Go to kitchen get cubic_clock throw it into Dustbin please .,Move ( kitchen ) Find ( cubic_clock kitchen ) Grasp ( cubic_clock ) Move ( Dustbin ) Place ( cubic_clock Dustbin )
Go to Dining_Sofa next detect Bath_Cleaner take it .,Move ( Dining_Sofa ) Find ( Bath_Cleaner Dining_Sofa ) Grasp ( Bath_Cleaner )
Go to Side_Table get pink_cup exit from Living_Room okay .,Move ( Side_Table ) Find ( pink_cup Side_Table ) Grasp ( pink_cup ) Move ( Living_Room )
Well move to Kitchen_Table Grasp nursing_bottle then come back .,Move ( Kitchen_Table ) Move ( nursing_bottle ) Move ( HERE )
Can you go to Dining_Room Grasp Red_Tea bring it to Bar .,Move ( Dining_Room ) Find ( Red_Tea Dining_Room ) Grasp ( Red_Tea ) Move ( Bar ) Find ( Red_Tea Bar ) Grasp ( Red_Tea ) Move ( Dining_Room )
Go to lobby Grasp nursing_bottle throw it into Dustbin okay .,Move ( lobby ) Find ( nursing_bottle lobby ) Grasp ( nursing_bottle ) Move ( Dustbin ) Place ( nursing_bottle Dustbin ) 
Well get Cloth_Cleaner from Sofa go to Kitchen_Room go to Visitor_Room .,Move ( Sofa ) Find ( Cloth_Cleaner Sofa ) Grasp ( Cloth_Cleaner ) Move ( Kitchen_Room ) Move ( Visitor_Room )
Go to Living_Room take rabbit_doll place it on Dining_Sofa okay .,Move ( Living_Room ) Find ( rabbit_doll Living_Room ) Grasp ( rabbit_doll ) Move ( Dining_Sofa )
Go to bed_room go to Dining_Sofa then exit the apartment .,Move ( bed_room ) Move ( Dining_Sofa ) Move ( apartment )
Would you bring Lemon_Tea from Kitchen_Table go to Dining_Sofa go to Reception_Table .,Move ( Kitchen_Table ) Place ( Lemon_Tea Kitchen_Table ) Move ( Dining_Sofa ) Move ( Dining_Sofa ) 
Go to Living_Sofa then detect cigarette take it .,Move ( Living_Sofa ) Find ( cigarette Living_Sofa ) Grasp ( cigarette ) Move ( cigarette )
Would you go to Visitor_Room Grasp toy_duck er come back .,Move ( Visitor_Room ) Find ( toy_duck Visitor_Room ) Move ( HERE )
Well go to Living_Sofa take Brown_Tea bring it to Living_Table .,Move ( Living_Sofa ) Find ( Brown_Tea Living_Sofa ) Grasp ( Brown_Tea ) Move ( Living_Table )
Go to Reception_Table find a person nearby er follow a person .,Move ( Reception_Table ) Find ( person Reception_Table ) Follow ( person )
Go to Bar go to Visitor_Room and leave the apartment .,Move ( Bar ) Move ( Visitor_Room ) Move ( apartment )
Go to Reception_Table and find a person nearby bring Strawberry_Juice from Sofa .,Move ( Reception_Table ) Find ( Strawberry_Juice Reception_Table ) Grasp ( Strawberry_Juice ) Find ( pesron Reception_Table ) Plcae ( Strawberry_Juice PERSON )
Go to Visitor_Room Grasp Bath_Cleaner throw it into Dustbin okay .,Move ( Visitor_Room ) Find ( Bath_Cleaner Visitor_Room ) Grasp ( Bath_Cleaner ) Move ( Dustbin ) Place ( Bath_Cleaner Dustbin ) 
Move to Dining_Table next detect Bath_Cleaner get it .,Move ( Dining_Table ) Find ( Bath_Cleaner Dining_Table ) Grasp ( Bath_Cleaner )
Move to Dining_Table find a person nearby then follow a person .,Move ( Dining_Table ) Find ( person Dining_Table ) Follow ( pesron )
Would you go to Kitchen_Table take Orange_Juice bring it to Bar .,Move ( Kitchen_Table ) Find ( Orange_Juice Kitchen_Table ) Grasp ( Orange_Juice ) Move ( Bar )
Go to bed_room go to Reception_Table er leave the apartment .,Move ( bed_room ) Move ( Reception_Table ) Move ( apartment )
Go to Visitor_Room Grasp Egg_Soup throw it into Dustbin okay .,Move ( Visitor_Room ) Find ( Egg_Soup Visitor_Room ) Grasp ( Egg_Soup ) Move ( Dustbin ) Place ( Egg_Soup Dustbin ) 
Go to bed_room next find Orange_Juice Grasp it .,Move ( bed_room ) Find ( Orange_Juice bed_room ) Grasp ( Orange_Juice )
Go to Living_Table go to kitchen and exit the apartment .,Move ( Living_Table ) Move ( Living_Table ) Move ( apartment )
Well get Red_Tea from Kitchen_Table go to Dining_Room go to Corridor .,Move ( Kitchen_Table ) Find ( Red_Tea Kitchen_Table ) Grasp ( Red_Tea ) Move ( Dining_Room ) Move ( Corridor )
Go to Visitor_Room then find a person nearby bring Orange_Juice from Side_Table .,Move ( Visitor_Room ) Find ( person Visitor_Room ) Move ( Side_Table ) Grasp ( Orange_Juice )
Go to Dining_Room Grasp Brown_Tea throw it into Dustbin okay .,Move ( Dining_Room ) Find ( Brown_Tea Dining_Room ) Grasp ( Brown_Tea ) Move ( Dustbin ) Place ( Brown_Tea Dustbin ) 
Go to Visitor_Room move to Bar finally leave the apartment .,Move ( Visitor_Room ) Move ( Bar ) Move ( apartment )
Go to Dining_Room move to Living_Table finally leave the apartment .,Move ( Dining_Room ) Move ( Living_Table ) Move ( apartment )
Would you move to Dining_Sofa get sugar bring it to Side_Table .,Move ( Dining_Sofa ) Find ( sugar Dining_Sofa ) Grasp ( sugar ) Move ( Side_Table )
Move to Kitchen_Table find a person nearby then follow a person .,Move ( Kitchen_Table ) Find ( person Kitchen_Table ) Follow ( pesron )
Go to Reception_Table go to Visitor_Room and exit the apartment .,Move ( Reception_Table ) Move ( Reception_Table ) Move ( apartment )
Move to Side_Table Grasp Korean_Soup leave the apartment please .,Move ( Side_Table ) Find ( Korean_Soup Side_Table ) Grasp ( Korean_Soup ) Move ( apartment )
Go to Bar next detect Chip_Star take it .,Move ( Bar ) Find ( Chip_Star Bar ) Grasp ( Chip_Star )
Go to Living_Table go to Living_Room and leave the apartment .,Move ( Living_Table ) Move ( Living_Room ) Move ( apartment )
Can you bring Onion_Dressing from Dining_Sofa go to kitchen move to Reception_Table .,Move ( Dining_Sofa ) Find ( Onion_Dressing Dining_Sofa ) Grasp ( Onion_Dressing ) Move ( kitchen ) ( Reception_Table )
Would you go to Visitor_Room Grasp Lemon_Tea er come back .,Move ( Visitor_Room ) Find ( Lemon_Tea Visitor_Room ) Move ( HERE )
Go to Visitor_Room next find apple take it .,Move ( Visitor_Room ) Find ( apple Visitor_Room ) Grasp ( apple ) 
Go to Dining_Sofa find a person nearby er follow a person .,Move ( Dining_Sofa ) Find ( person Dining_Sofa ) Follow ( person )
Go to Sofa then detect Green_Tea take it .,Move ( Sofa ) Find ( Green_Tea Sofa ) Grasp ( Green_Tea ) Move ( Green_Tea )
Would you move to Dining_Sofa Grasp Japanese_Tea and come back .,Move ( Dining_Sofa ) Grasp ( Japanese_Tea ) Move ( HERE )
Go to kitchen go to Kitchen_Table then exit the apartment .,Move ( kitchen ) Move ( Kitchen_Table ) Move ( apartment )
Go to Sofa get Korean_Soup exit from Kitchen_Room okay .,Move ( Sofa ) Find ( Korean_Soup Sofa ) Grasp ( Korean_Soup ) Move ( Kitchen_Room )
Go to bed_room Grasp Cup_Noodle throw it into Dustbin please .,Move ( bed_room ) Grasp ( Cup_Noodle ) Move ( Dustbin ) Place ( Cup_Noodle Dustbin ) 
Would you go to Sofa take rabbit_doll bring it to Living_Sofa .,Move ( Sofa ) Find ( rabbit_doll Sofa ) Grasp ( rabbit_doll ) Move ( Living_Sofa )
Would you go to Dining_Table take bell_pepper bring it to Reception_Table .,Move ( Dining_Table ) Find ( bell_pepper Dining_Table ) Grasp ( bell_pepper ) Move ( Reception_Table )
Go to Bar go to kitchen and leave the apartment .,Move ( Bar ) Move ( kitchen ) Move ( apartment )
Go to Reception_Table Grasp Bath_Cleaner leave the apartment please .,Move ( Reception_Table ) Grasp ( Bath_Cleaner ) Move ( apartment )
Move to Bar go to Reception_Table then exit the apartment .,Move ( Bar ) Move ( Reception_Table ) Move ( apartment )
Well move to Kitchen_Table get Egg_Soup and come back .,Move ( Kitchen_Table ) Grasp ( Egg_Soup ) Move ( Kitchen_Table ) Grasp ( Egg_Soup ) Move ( HERE )
Can you bring Egg_Soup from Sofa go to Dining_Room move to Reception_Table .,Move ( Sofa ) Find ( Egg_Soup Sofa ) Grasp ( Egg_Soup ) Move ( Dining_Room ) ( Reception_Table )
Move to Sofa go to Dining_Table then exit the apartment .,Move ( Sofa ) Move ( Dining_Table ) Move ( apartment )
Go to bed_room Grasp rabbit_doll place it on Reception_Table okay .,Move ( bed_room ) Grasp ( rabbit_doll ) Move ( Reception_Table ) Place ( rabbit_doll Reception_Table )
Can you go to bed_room Grasp Seafood_Noodle bring it to Bar .,Move ( bed_room ) Find ( Seafood_Noodle bed_room ) Grasp ( Seafood_Noodle ) Move ( Bar ) Find ( Seafood_Noodle Bar ) Grasp ( Seafood_Noodle ) Move ( bed_room )
Would you go to Corridor Grasp Cloth_Cleaner finally come back .,Move ( Corridor ) Find ( Cloth_Cleaner Corridor ) Grasp ( Cloth_Cleaner ) Move ( HERE )
Go to Bar then detect Blue_Potato take it .,Move ( Bar ) Find ( Blue_Potato Bar ) Grasp ( Blue_Potato ) Move ( Blue_Potato )
Go to Dining_Room Grasp white_cup place it on Sofa okay .,Move ( Dining_Room ) Grasp ( white_cup ) Move ( Sofa ) Place ( white_cup Sofa )
Go to Kitchen_Room get Seafood_Noodle throw it into Dustbin please .,Move ( Kitchen_Room ) Find ( Seafood_Noodle Kitchen_Room ) Grasp ( Seafood_Noodle ) Move ( Dustbin ) Place ( Seafood_Noodle Dustbin )
Move to Side_Table next detect Green_Tea get it .,Move ( Side_Table ) Find ( Green_Tea Side_Table ) Grasp ( Green_Tea )
Move to Side_Table next detect Bleach get it .,Move ( Side_Table ) Find ( Bleach Side_Table ) Grasp ( Bleach )
Go to Visitor_Room Grasp cubic_clock place it on Side_Table okay .,Move ( Visitor_Room ) Grasp ( cubic_clock ) Move ( Side_Table ) Place ( cubic_clock Side_Table )
Well move to Kitchen_Table get dog_doll and come back .,Move ( Kitchen_Table ) Grasp ( dog_doll ) Move ( Kitchen_Table ) Grasp ( dog_doll ) Move ( HERE )
Go to Dining_Sofa and find a person nearby bring salt from Side_Table .,Move ( Dining_Sofa ) Find ( salt Dining_Sofa ) Grasp ( salt ) Find ( pesron Dining_Sofa ) Plcae ( salt PERSON )
Would you bring Red_Potato from Side_Table move to Living_Table go to Kitchen_Room .,Move ( Side_Table ) Find ( Red_Potato Side_Table ) Move ( Living_Table ) Move ( Kitchen_Room )
Go to Living_Sofa find a person nearby er follow a person .,Move ( Living_Sofa ) Find ( person Living_Sofa ) Follow ( person )
Would you go to Kitchen_Table take nursing_bottle er come back .,Move ( Kitchen_Table ) Find ( nursing_bottle Kitchen_Table ) Grasp ( nursing_bottle ) Move ( HERE )
Would you go to Dining_Room Grasp Egg_Soup finally come back .,Move ( Dining_Room ) Find ( Egg_Soup Dining_Room ) Grasp ( Egg_Soup ) Move ( HERE )
Go to Kitchen_Table Grasp Korean_Soup leave the apartment please .,Move ( Kitchen_Table ) Grasp ( Korean_Soup ) Move ( apartment )
Go to Reception_Table move to Sofa then leave the apartment .,Move ( Reception_Table ) Move ( Sofa ) Move ( apartment )
Go to bed_room next find filled_ketchup take it .,Move ( bed_room ) Find ( filled_ketchup bed_room ) Grasp ( filled_ketchup ) 
Go to Kitchen_Room go to Reception_Table er leave the apartment .,Move ( Kitchen_Room ) Move ( Reception_Table ) Move ( apartment )
Would you move to Reception_Table Grasp soysauce and come back .,Move ( Reception_Table ) Grasp ( soysauce ) Move ( HERE )
Go to Side_Table find a person nearby er follow a person .,Move ( Side_Table ) Find ( person Side_Table ) Follow ( person )
Go to Corridor Grasp soysauce place it on Living_Sofa okay .,Move ( Corridor ) Grasp ( soysauce ) Move ( Living_Sofa ) Place ( soysauce Living_Sofa )
Go to Corridor next find filled_ketchup Grasp it .,Move ( Corridor ) Find ( filled_ketchup Corridor ) Grasp ( filled_ketchup )
Go to Visitor_Room move to Kitchen_Table finally leave the apartment .,Move ( Visitor_Room ) Move ( Kitchen_Table ) Move ( apartment )
Would you move to Bar get apple bring it to Living_Sofa .,Move ( Bar ) Find ( apple Bar ) Grasp ( apple ) Move ( Living_Sofa )
Well get dog_doll from Bar go to Corridor go to lobby .,Move ( Bar ) Find ( dog_doll Bar ) Grasp ( dog_doll ) Move ( Corridor ) Move ( lobby )
Would you go to kitchen Grasp sauce finally come back .,Move ( kitchen ) Find ( sauce kitchen ) Grasp ( sauce ) Move ( HERE )
Go to bed_room Grasp toy_duck throw it into Dustbin okay .,Move ( bed_room ) Find ( toy_duck bed_room ) Grasp ( toy_duck ) Move ( Dustbin ) Place ( toy_duck Dustbin ) 
Would you go to Dining_Sofa get Japanese_Dressing carry it to Dining_Table .,Move ( Dining_Sofa ) Find ( Japanese_Dressing Dining_Sofa ) Grasp ( Japanese_Dressing ) Move ( Dining_Table )
Go to lobby next find empty_ketchup Grasp it .,Move ( lobby ) Find ( empty_ketchup lobby ) Grasp ( empty_ketchup )
Go to kitchen move to Kitchen_Table then leave the apartment .,Move ( kitchen ) Move ( Kitchen_Table ) Move ( apartment )
Go to kitchen Grasp apple place it on Bar okay .,Move ( kitchen ) Grasp ( apple ) Move ( Bar ) Place ( apple Bar )
Go to Kitchen_Room then find a person nearby bring tumbler from Living_Sofa .,Move ( Kitchen_Room ) Find ( person Kitchen_Room ) Move ( Living_Sofa ) Grasp ( tumbler )
Go to Dining_Room Grasp Japanese_Tea throw it into Dustbin please .,Move ( Dining_Room ) Grasp ( Japanese_Tea ) Move ( Dustbin ) Place ( Japanese_Tea Dustbin ) 
Would you move to Reception_Table Grasp Dish_Cleaner and come back .,Move ( Reception_Table ) Grasp ( Dish_Cleaner ) Move ( HERE )
Go to Kitchen_Room go to Kitchen_Table er leave the apartment .,Move ( Kitchen_Room ) Move ( Kitchen_Table ) Move ( apartment )
Move to Sofa Grasp nursing_bottle leave the apartment please .,Move ( Sofa ) Find ( nursing_bottle Sofa ) Grasp ( nursing_bottle ) Move ( apartment )
Go to Side_Table find a person nearby finally follow a person .,Move ( Side_Table ) Find ( person Side_Table ) Follow ( person )
Go to Dining_Room Grasp spray_bottle place it on Side_Table okay .,Move ( Dining_Room ) Grasp ( spray_bottle ) Move ( Side_Table ) Place ( spray_bottle Side_Table )
Well move to Dining_Sofa Grasp camera then come back .,Move ( Dining_Sofa ) Move ( camera ) Move ( HERE )
Would you go to bed_room Grasp twin_bell_alarm_clock finally come back .,Move ( bed_room ) Find ( twin_bell_alarm_clock bed_room ) Grasp ( twin_bell_alarm_clock ) Move ( HERE )
Go to kitchen go to Kitchen_Table then exit the apartment .,Move ( kitchen ) Move ( Kitchen_Table ) Move ( apartment )
Go to Visitor_Room then find a person nearby bring ground_pepper from Side_Table .,Move ( Visitor_Room ) Find ( person Visitor_Room ) Move ( Side_Table ) Grasp ( ground_pepper )
Move to Kitchen_Table find a person nearby then follow a person .,Move ( Kitchen_Table ) Find ( person Kitchen_Table ) Follow ( pesron )
Would you move to Reception_Table Grasp empty_ketchup and come back .,Move ( Reception_Table ) Grasp ( empty_ketchup ) Move ( HERE )
Go to Corridor go to Reception_Table er leave the apartment .,Move ( Corridor ) Move ( Reception_Table ) Move ( apartment )
Well move to Dining_Sofa Grasp Strawberry_Juice then come back .,Move ( Dining_Sofa ) Move ( Strawberry_Juice ) Move ( HERE )
Well get apple from Bar go to Visitor_Room move to Sofa .,Move ( Bar ) Grasp ( apple ) Move ( Visitor_Room ) Move ( Sofa )
Go to Corridor er find a person nearby bring Dish_Cleaner from Dining_Sofa .,Move ( Corridor ) Find ( person Corridor ) Move ( Dining_Sofa ) Grasp ( Dish_Cleaner )
Well move to Reception_Table get Orange_Juice and come back .,Move ( Reception_Table ) Grasp ( Orange_Juice ) Move ( Reception_Table ) Grasp ( Orange_Juice ) Move ( HERE )
Go to Sofa find a person nearby finally follow a person .,Move ( Sofa ) Find ( person Sofa ) Follow ( person )
Would you move to Sofa get toy_penguin bring it to Dining_Table .,Move ( Sofa ) Find ( toy_penguin Sofa ) Grasp ( toy_penguin ) Move ( Dining_Table )
Move to Side_Table and detect Red_Potato get it .,Move ( Side_Table ) Find ( Red_Potato Side_Table ) Grasp ( Red_Potato )
Can you go to Dining_Room Grasp Blue_Potato bring it to Kitchen_Table .,Move ( Dining_Room ) Find ( Blue_Potato Dining_Room ) Grasp ( Blue_Potato ) Move ( Kitchen_Table ) Find ( Blue_Potato Kitchen_Table ) Grasp ( Blue_Potato ) Move ( Dining_Room )
Move to Sofa next detect filled_plastic_bottle get it .,Move ( Sofa ) Find ( filled_plastic_bottle Sofa ) Grasp ( filled_plastic_bottle )
Move to Side_Table and detect Red_Potato get it .,Move ( Side_Table ) Find ( Red_Potato Side_Table ) Grasp ( Red_Potato )
Go to Side_Table take Red_Potato leave the apartment please .,Move ( Side_Table ) Grasp ( Red_Potato ) Move ( apartment )
Go to Dining_Table take salt put it on Side_Table please .,Move ( Dining_Table ) Find ( salt Dining_Table ) Grasp ( salt ) Plcae ( salt Side_Table )
Would you go to kitchen Grasp Orange_Juice er come back .,Move ( kitchen ) Find ( Orange_Juice kitchen ) Move ( HERE )
Can you move to Bar get Seafood_Noodle then come back .,Move ( Bar ) Grasp ( Seafood_Noodle ) Move ( HERE )
Can you move to Dining_Sofa get Cup_Star then come back .,Move ( Dining_Sofa ) Grasp ( Cup_Star ) Move ( HERE )
Can you bring Onion_Dressing from Dining_Sofa go to Corridor move to Bar .,Move ( Dining_Sofa ) Find ( Onion_Dressing Dining_Sofa ) Grasp ( Onion_Dressing ) Move ( Corridor ) ( Bar )
Would you bring twin_bell_alarm_clock from Dining_Table move to Kitchen_Table go to Visitor_Room .,Move ( Dining_Table ) Find ( twin_bell_alarm_clock Dining_Table ) Move ( Kitchen_Table ) Move ( Visitor_Room )
Would you move to Kitchen_Table take ground_pepper then come back .,Move ( Kitchen_Table ) Find ( ground_pepper Kitchen_Table ) Grasp ( ground_pepper ) Move ( HERE )
Move to Dining_Sofa Grasp soysauce leave the apartment please .,Move ( Dining_Sofa ) Find ( soysauce Dining_Sofa ) Grasp ( soysauce ) Move ( apartment )
Would you bring Seafood_Noodle from Living_Sofa move to Bar go to Visitor_Room .,Move ( Living_Sofa ) Find ( Seafood_Noodle Living_Sofa ) Move ( Bar ) Move ( Visitor_Room )
Go to Dining_Table go to Visitor_Room and exit the apartment .,Move ( Dining_Table ) Move ( Dining_Table ) Move ( apartment )
Go to Dining_Room find a person nearby finally follow a person .,Move ( Dining_Room ) Find ( person Dining_Room ) Follow ( person )
Go to Living_Room take bell_pepper put it on Dining_Table please .,Move ( Living_Room ) Find ( bell_pepper Living_Room ) Grasp ( bell_pepper ) Move ( Dining_Table ) Place ( bell_pepper Dining_Table )
Go to Sofa find a person nearby finally follow a person .,Move ( Sofa ) Find ( person Sofa ) Follow ( person )
Move to Dining_Table next detect Long_Potato get it .,Move ( Dining_Table ) Find ( Long_Potato Dining_Table ) Grasp ( Long_Potato )
Would you move to Reception_Table take filled_ketchup then come back .,Move ( Reception_Table ) Find ( filled_ketchup Reception_Table ) Grasp ( filled_ketchup ) Move ( HERE )
Go to Kitchen_Table take cigarette put it on Living_Table please .,Move ( Kitchen_Table ) Find ( cigarette Kitchen_Table ) Grasp ( cigarette ) Plcae ( cigarette Living_Table )
Go to Dining_Table go to Dining_Room and leave the apartment .,Move ( Dining_Table ) Move ( Dining_Room ) Move ( apartment )
Go to kitchen take nursing_bottle put it on Side_Table please .,Move ( kitchen ) Find ( nursing_bottle kitchen ) Grasp ( nursing_bottle ) Move ( Side_Table ) Place ( nursing_bottle Side_Table )
Would you bring nursing_bottle from Dining_Table go to Kitchen_Table go to Reception_Table .,Move ( Dining_Table ) Place ( nursing_bottle Dining_Table ) Move ( Kitchen_Table ) Move ( Kitchen_Table ) 
Go to Corridor go to Dining_Table then exit the apartment .,Move ( Corridor ) Move ( Dining_Table ) Move ( apartment )
Move to Dining_Sofa get Egg_Soup place it on Living_Table okay .,Move ( Dining_Sofa ) Find ( Egg_Soup Dining_Sofa ) Grasp ( Egg_Soup ) Move ( Living_Table ) Place ( Egg_Soup Dining_Sofa )
Go to Dining_Room Grasp salt place it on Side_Table okay .,Move ( Dining_Room ) Grasp ( salt ) Move ( Side_Table ) Place ( salt Side_Table )
Move to Bar and detect Green_Tea get it .,Move ( Bar ) Find ( Green_Tea Bar ) Grasp ( Green_Tea )
Go to Visitor_Room Grasp filled_ketchup throw it into Dustbin please .,Move ( Visitor_Room ) Grasp ( filled_ketchup ) Move ( Dustbin ) Place ( filled_ketchup Dustbin ) 
Can you move to Kitchen_Table get Cup_Noodle then come back .,Move ( Kitchen_Table ) Grasp ( Cup_Noodle ) Move ( HERE )
Go to Sofa then detect Stick_Potato take it .,Move ( Sofa ) Find ( Stick_Potato Sofa ) Grasp ( Stick_Potato ) Move ( Stick_Potato )
Go to Reception_Table take Seafood_Noodle leave the apartment please .,Move ( Reception_Table ) Grasp ( Seafood_Noodle ) Move ( apartment )
Move to Reception_Table get empty_plastic_bottle exit from Dining_Room okay .,Move ( Reception_Table ) Find ( empty_plastic_bottle Reception_Table ) Grasp ( empty_plastic_bottle ) Move ( Dining_Room )
Well move to Reception_Table get tumbler and come back .,Move ( Reception_Table ) Grasp ( tumbler ) Move ( Reception_Table ) Grasp ( tumbler ) Move ( HERE )
Well get white_cup from Sofa go to Kitchen_Room move to Living_Table .,Move ( Sofa ) Grasp ( white_cup ) Move ( Kitchen_Room ) Move ( Living_Table )
Go to Living_Sofa find a person nearby finally follow a person .,Move ( Living_Sofa ) Find ( person Living_Sofa ) Follow ( person )
Go to Dining_Room go to Sofa er leave the apartment .,Move ( Dining_Room ) Move ( Sofa ) Move ( apartment )
Move to Dining_Table go to Side_Table then exit the apartment .,Move ( Dining_Table ) Move ( Side_Table ) Move ( apartment )
Go to Kitchen_Room get spray_bottle throw it into Dustbin please .,Move ( Kitchen_Room ) Find ( spray_bottle Kitchen_Room ) Grasp ( spray_bottle ) Move ( Dustbin ) Place ( spray_bottle Dustbin )
Would you move to Living_Table get hourglass bring it to Dining_Sofa .,Move ( Living_Table ) Find ( hourglass Living_Table ) Grasp ( hourglass ) Move ( Dining_Sofa )
Move to Bar go to Living_Table then exit the apartment .,Move ( Bar ) Move ( Living_Table ) Move ( apartment )
Move to Sofa Grasp Orange_Juice leave the apartment please .,Move ( Sofa ) Find ( Orange_Juice Sofa ) Grasp ( Orange_Juice ) Move ( apartment )
Go to kitchen Grasp Cloth_Cleaner throw it into Dustbin please .,Move ( kitchen ) Grasp ( Cloth_Cleaner ) Move ( Dustbin ) Place ( Cloth_Cleaner Dustbin ) 
Move to Living_Sofa and detect soysauce get it .,Move ( Living_Sofa ) Find ( soysauce Living_Sofa ) Grasp ( soysauce )
Go to lobby go to Living_Sofa and exit from Corridor .,Move ( lobby ) Move ( Living_Sofa ) Move ( Corridor )
Go to bed_room get camera throw it into Dustbin please .,Move ( bed_room ) Find ( camera bed_room ) Grasp ( camera ) Move ( Dustbin ) Place ( camera Dustbin )
Go to Reception_Table go to kitchen and leave the apartment .,Move ( Reception_Table ) Move ( kitchen ) Move ( apartment )
Move to Living_Sofa go to Bar then exit the apartment .,Move ( Living_Sofa ) Move ( Bar ) Move ( apartment )
Go to Dining_Room move to Living_Table then leave the apartment .,Move ( Dining_Room ) Move ( Living_Table ) Move ( apartment )
Go to Dining_Table and find a person nearby bring cigarette from Kitchen_Table .,Move ( Dining_Table ) Find ( cigarette Dining_Table ) Grasp ( cigarette ) Find ( pesron Dining_Table ) Plcae ( cigarette PERSON )
Go to Kitchen_Room next find nursing_bottle take it .,Move ( Kitchen_Room ) Find ( nursing_bottle Kitchen_Room ) Grasp ( nursing_bottle ) 
Can you go to kitchen Grasp empty_plastic_bottle bring it to Reception_Table .,Move ( kitchen ) Find ( empty_plastic_bottle kitchen ) Grasp ( empty_plastic_bottle ) Move ( Reception_Table ) Find ( empty_plastic_bottle Reception_Table ) Grasp ( empty_plastic_bottle ) Move ( kitchen )
Go to Corridor go to Reception_Table er leave the apartment .,Move ( Corridor ) Move ( Reception_Table ) Move ( apartment )
Move to Living_Sofa and detect Cup_Star get it .,Move ( Living_Sofa ) Find ( Cup_Star Living_Sofa ) Grasp ( Cup_Star )
Would you go to Living_Table get toy_duck carry it to Dining_Table .,Move ( Living_Table ) Find ( toy_duck Living_Table ) Grasp ( toy_duck ) Move ( Dining_Table )
Well go to Side_Table take Long_Potato bring it to Living_Sofa .,Move ( Side_Table ) Find ( Long_Potato Side_Table ) Grasp ( Long_Potato ) Move ( Living_Sofa )
Go to Living_Table find a person nearby er follow a person .,Move ( Living_Table ) Find ( person Living_Table ) Follow ( person )
Would you go to Visitor_Room Grasp rabbit_doll finally come back .,Move ( Visitor_Room ) Find ( rabbit_doll Visitor_Room ) Grasp ( rabbit_doll ) Move ( HERE )
Go to lobby take cubic_clock place it on Bar okay .,Move ( lobby ) Find ( cubic_clock lobby ) Grasp ( cubic_clock ) Move ( Bar )
Go to Dining_Sofa next detect Egg_Soup take it .,Move ( Dining_Sofa ) Find ( Egg_Soup Dining_Sofa ) Grasp ( Egg_Soup )
Would you bring cigarette from Kitchen_Table move to Side_Table go to Visitor_Room .,Move ( Kitchen_Table ) Find ( cigarette Kitchen_Table ) Move ( Side_Table ) Move ( Visitor_Room )
Go to Living_Table move to Side_Table then leave the apartment .,Move ( Living_Table ) Move ( Side_Table ) Move ( apartment )
Would you move to Dining_Sofa take camera then come back .,Move ( Dining_Sofa ) Find ( camera Dining_Sofa ) Grasp ( camera ) Move ( HERE )
Go to Sofa move to Reception_Table then leave the apartment .,Move ( Sofa ) Move ( Reception_Table ) Move ( apartment )
Go to Corridor next find a person nearby get nursing_bottle from Dining_Table .,Move ( Corridor ) Find ( person ) Move ( Dining_Table ) Grasp ( nursing_bottle )
Go to kitchen find a person nearby finally follow a person .,Move ( kitchen ) Find ( person kitchen ) Follow ( person )
Go to Bar Grasp empty_ketchup leave the apartment please .,Move ( Bar ) Grasp ( empty_ketchup ) Move ( apartment )
Would you go to bed_room Grasp empty_plastic_bottle finally come back .,Move ( bed_room ) Find ( empty_plastic_bottle bed_room ) Grasp ( empty_plastic_bottle ) Move ( HERE )
Go to Kitchen_Room go to Dining_Sofa and exit from kitchen .,Move ( Kitchen_Room ) Move ( Dining_Sofa ) Move ( kitchen )
Would you go to Living_Table take white_cup er come back .,Move ( Living_Table ) Find ( white_cup Living_Table ) Grasp ( white_cup ) Move ( HERE )
Go to Dining_Room Grasp Cloth_Cleaner throw it into Dustbin okay .,Move ( Dining_Room ) Find ( Cloth_Cleaner Dining_Room ) Grasp ( Cloth_Cleaner ) Move ( Dustbin ) Place ( Cloth_Cleaner Dustbin ) 
Go to Dining_Table go to Corridor and leave the apartment .,Move ( Dining_Table ) Move ( Corridor ) Move ( apartment )
Call a person then ask for an order get toy_duck from Reception_Table .,Say ( person ) Listen ( toy_duck ) Move ( Reception_Table ) Find ( toy_duck Reception_Table ) Grasp ( toy_duck ) Move ( toy_duck ) Place ( toy_duck Reception_Table ) 
Go to Living_Room go to Dining_Table er leave the apartment .,Move ( Living_Room ) Move ( Dining_Table ) Move ( apartment )
Can you go to Corridor Grasp toy_duck bring it to Living_Table .,Move ( Corridor ) Find ( toy_duck Corridor ) Grasp ( toy_duck ) Move ( Living_Table ) Find ( toy_duck Living_Table ) Grasp ( toy_duck ) Move ( Corridor )
Go to Kitchen_Room move to Kitchen_Table finally leave the apartment .,Move ( Kitchen_Room ) Move ( Kitchen_Table ) Move ( apartment )
